P_SEQ,M_SEQ,M_NAME,A_SEQ,A_NAME,A_UNIT,A_PRICE,P_YEAR_MONTH,ADD_COL,M_TYPE_CODE,M_TYPE_NAME,M_GU_CODE,M_GU_NAME
318732,116,홈플러스 시흥점,58,"쇠고기(한우,불고기)",1등급(600g),17400,Jul-12,국내산,2,대형마트,545000,금천구
318733,116,홈플러스 시흥점,99,돼지고기(생삼겹살),600g,17880,Jul-12,보성녹차,2,대형마트,545000,금천구
318734,116,홈플러스 시흥점,283,닭고기(육계),1마리(1kg),8790,Jul-12,하림,2,대형마트,545000,금천구
318735,116,홈플러스 시흥점,134,달걀(왕란),10개,2120,Jul-12,친환경,2,대형마트,545000,금천구
318736,116,홈플러스 시흥점,258,"조기(생물,국산)",1마리(20cm),4980,Jul-12,,2,대형마트,545000,금천구
318737,116,홈플러스 시흥점,315,"명태(45cm,수입산)",1마리,1250,Jul-12,러시아,2,대형마트,545000,금천구
318738,116,홈플러스 시흥점,256,"오징어(냉동,국산)",1마리(25cm),2000,Jul-12,선동,2,대형마트,545000,금천구
318739,116,홈플러스 시흥점,266,"고등어(생물,국산)",1마리,4980,Jul-12,,2,대형마트,545000,금천구
318740,103,신영시장,305,"사과(부사, 300g)",1개,2000,Jul-12,충주,1,전통시장,470000,양천구
318741,103,신영시장,306,"배(신고, 600g)",1개,2500,Jul-12,나주,1,전통시장,470000,양천구
318742,103,신영시장,307,배추(2.5~3kg),1포기,2500,Jul-12,,1,전통시장,470000,양천구
318743,103,신영시장,308,무(1kg),1개,1000,Jul-12,제주,1,전통시장,470000,양천구
318744,103,신영시장,309,양파(1.5kg망),1망,1500,Jul-12,무안,1,전통시장,470000,양천구
318745,103,신영시장,310,상추(100g),100g,250,Jul-12,일산,1,전통시장,470000,양천구
318746,103,신영시장,311,오이(다다기),1개,250,Jul-12,상주(4개)1000원,1,전통시장,470000,양천구
318747,103,신영시장,312,애호박,1개,250,Jul-12,논개 (4개1000원),1,전통시장,470000,양천구
318748,103,신영시장,201,쇠고기(등심),600g,11800,Jul-12,한우,1,전통시장,470000,양천구
318749,103,신영시장,202,돼지고기(생삼겹살),600g,9800,Jul-12,국내산,1,전통시장,470000,양천구
318750,103,신영시장,283,닭고기(육계),1마리,6000,Jul-12,하림닭,1,전통시장,470000,양천구
318751,103,신영시장,134,달걀(왕란),10개,2400,Jul-12,생생란,1,전통시장,470000,양천구
318752,103,신영시장,144,"조기(국산,냉동)",1마리(10cm),2000,Jul-12,중국산(부서),1,전통시장,470000,양천구
318753,103,신영시장,152,"명태(러시아,냉동)",1마리(40cm),0,Jul-12,미입고,1,전통시장,470000,양천구
318754,103,신영시장,254,"오징어(생물,국산)",1마리(25cm),2000,Jul-12,,1,전통시장,470000,양천구
318755,103,신영시장,266,"고등어(생물,국산)",1마리(30cm),2000,Jul-12,,1,전통시장,470000,양천구
318756,91,동원시장,305,"사과(부사, 300g)",1개,2000,Jul-12,사과,1,전통시장,260000,중랑구
318757,91,동원시장,306,"배(신고, 600g)",1개,3000,Jul-12,신고배,1,전통시장,260000,중랑구
318758,91,동원시장,307,배추(2.5~3kg),1포기,3000,Jul-12,국산,1,전통시장,260000,중랑구
318759,91,동원시장,308,무(1kg),1개,1500,Jul-12,제주무,1,전통시장,260000,중랑구
318760,91,동원시장,309,양파(1.5kg망),망,2000,Jul-12,무안양파,1,전통시장,260000,중랑구
318761,91,동원시장,310,상추(100g),100g,500,Jul-12,적상추,1,전통시장,260000,중랑구
318762,91,동원시장,311,오이(다다기),1개,200,Jul-12,"5개1,000원",1,전통시장,260000,중랑구
318763,91,동원시장,312,애호박,1개,500,Jul-12,진주애호박,1,전통시장,260000,중랑구
318764,91,동원시장,58,"쇠고기(한우,불고기)",600g(1등급),19800,Jul-12,"설도, 농협안심축산물",1,전통시장,260000,중랑구
318765,91,동원시장,202,돼지고기(생삼겹살),600g,10800,Jul-12,국산,1,전통시장,260000,중랑구
318766,91,동원시장,283,닭고기(육계),1마리,5800,Jul-12,하림닭10호,1,전통시장,260000,중랑구
318767,91,동원시장,181,달걀(왕란),10개,1930,Jul-12,"1판30개입 5,800원",1,전통시장,260000,중랑구
318768,91,동원시장,136,"조기(국산,생물)",1마리(15cm),1430,Jul-12,참조기7마리10000,1,전통시장,260000,중랑구
318769,91,동원시장,264,"명태(냉동,수입산)",1마리(45cm),2000,Jul-12,북태평양,1,전통시장,260000,중랑구
318770,91,동원시장,254,"오징어(생물,국산)",1마리(25cm),2000,Jul-12,동해,1,전통시장,260000,중랑구
318771,91,동원시장,266,"고등어(생물,국산)",1마리(30cm),3000,Jul-12,대,1,전통시장,260000,중랑구
318772,44,이마트 역삼점,28,사과,1개,3475,Jul-12,"당찬 4입 \13,900",2,대형마트,680000,강남구
318773,44,이마트 역삼점,170,"배(신고),중급(대)",1개,3200,Jul-12,"4입 \12,800",2,대형마트,680000,강남구
318774,44,이마트 역삼점,26,배추,1포기,2980,Jul-12,,2,대형마트,680000,강남구
318775,44,이마트 역삼점,25,무,1개,2380,Jul-12,제주,2,대형마트,680000,강남구
318776,44,이마트 역삼점,272,양파(작은망),1망(2kg),3780,Jul-12,1망8입,2,대형마트,680000,강남구
318777,44,이마트 역삼점,23,상추,1봉(150g),1480,Jul-12,GAP논산양촌상추,2,대형마트,680000,강남구
318778,44,이마트 역삼점,22,오이,1개,340,Jul-12,"5개 \1,700",2,대형마트,680000,강남구
318779,44,이마트 역삼점,312,애호박,1개,680,Jul-12,구례,2,대형마트,680000,강남구
318780,44,이마트 역삼점,58,"쇠고기(한우,불고기)",600g(1++),15000,Jul-12,횡성,2,대형마트,680000,강남구
318781,44,이마트 역삼점,52,돼지고기(삼겹살),600g,14280,Jul-12,국내산,2,대형마트,680000,강남구
318782,44,이마트 역삼점,283,닭고기(육계),1마리(1000g),11750,Jul-12,자연실록백숙,2,대형마트,680000,강남구
318783,44,이마트 역삼점,17,달걀,15구,2250,Jul-12,푸르름을 담은달걀,2,대형마트,680000,강남구
318784,44,이마트 역삼점,136,"조기(국산,생물)",1마리(18cm),1584,Jul-12,"국내산5미 \7,920",2,대형마트,680000,강남구
318785,44,이마트 역삼점,288,동태,1마리,1480,Jul-12,러시아산,2,대형마트,680000,강남구
318786,44,이마트 역삼점,266,"고등어(생물,국산)",1마리,2440,Jul-12,"국내산 2개 \4,880",2,대형마트,680000,강남구
318787,44,이마트 역삼점,254,"오징어(생물,국산)",1마리,2670,Jul-12,"2미 \5,340",2,대형마트,680000,강남구
318788,73,뚝도시장,305,"사과(부사, 300g)",1개,3000,Jul-12,경북영천,1,전통시장,200000,성동구
318789,73,뚝도시장,306,"배(신고, 600g)",1개,3000,Jul-12,안성,1,전통시장,200000,성동구
318790,73,뚝도시장,175,배추(중간),1포기,2333,Jul-12,햇배추1망3개7000원,1,전통시장,200000,성동구
318791,73,뚝도시장,25,무,1포기,2500,Jul-12,2kg이상 ,1,전통시장,200000,성동구
318792,73,뚝도시장,24,양파,1망,2500,Jul-12,2kg정도,1,전통시장,200000,성동구
318793,73,뚝도시장,310,상추(100g),1봉지,750,Jul-12,1근3000원,1,전통시장,200000,성동구
318794,73,뚝도시장,22,오이,1개,500,Jul-12,2개1000원,1,전통시장,200000,성동구
318795,73,뚝도시장,277,호박,1개,500,Jul-12,2개1000원,1,전통시장,200000,성동구
318796,73,뚝도시장,58,"쇠고기(한우,불고기)",600g(1등급),18000,Jul-12,,1,전통시장,200000,성동구
318797,73,뚝도시장,52,돼지고기(삼겹살),600g,12000,Jul-12,,1,전통시장,200000,성동구
318798,73,뚝도시장,283,닭고기(육계),1마리(1kg),4500,Jul-12,마니커,1,전통시장,200000,성동구
318799,73,뚝도시장,181,달걀(왕란),10개,2500,Jul-12,영양란,1,전통시장,200000,성동구
318800,73,뚝도시장,144,"조기(국산,냉동)",1마리(15cm),714,Jul-12,7마리5000원,1,전통시장,200000,성동구
318801,73,뚝도시장,152,"명태(러시아,냉동)",1마리(30cm),2000,Jul-12,,1,전통시장,200000,성동구
318802,73,뚝도시장,256,"오징어(냉동,국산)",1마리,2500,Jul-12,,1,전통시장,200000,성동구
318803,73,뚝도시장,268,"고등어(냉동,국산)",1마리(30cm),1500,Jul-12,,1,전통시장,200000,성동구
318804,92,이마트 상봉점,270,"사과(부사),중급(중)",1개,1650,Jul-12,청송사과6개9900원,2,대형마트,260000,중랑구
318805,92,이마트 상봉점,306,"배(신고, 600g)",1개,3200,Jul-12,당찬배4개12800,2,대형마트,260000,중랑구
318806,92,이마트 상봉점,26,배추,배추1포기(2kg),2980,Jul-12,배추,2,대형마트,260000,중랑구
318807,92,이마트 상봉점,308,무(1kg),1개,2380,Jul-12,햇무,2,대형마트,260000,중랑구
318808,92,이마트 상봉점,24,양파,1망(1.5kg),2980,Jul-12,전남무안햇양파,2,대형마트,260000,중랑구
318809,92,이마트 상봉점,23,상추,150g,1380,Jul-12,예냉적상추150g,2,대형마트,260000,중랑구
318810,92,이마트 상봉점,311,오이(다다기),1개,356,Jul-12,다다기5개1780,2,대형마트,260000,중랑구
318811,92,이마트 상봉점,119,호박(인큐베이터),1개,780,Jul-12,구례,2,대형마트,260000,중랑구
318812,92,이마트 상봉점,58,"쇠고기(한우,불고기)",600g(1등급),15000,Jul-12,횡성(100g 2500원),2,대형마트,260000,중랑구
318813,92,이마트 상봉점,99,돼지고기(생삼겹살),600g,11700,Jul-12,100g 1950원,2,대형마트,260000,중랑구
318814,92,이마트 상봉점,283,닭고기(육계),1마리(1kg),8200,Jul-12,하림11호,2,대형마트,260000,중랑구
318815,92,이마트 상봉점,171,달걀(특란),10개,2000,Jul-12,난이생생,2,대형마트,260000,중랑구
318816,92,이마트 상봉점,260,"조기(냉동,수입산)",1마리(15cm),990,Jul-12,중국산10마리9900,2,대형마트,260000,중랑구
318817,92,이마트 상봉점,264,"명태(냉동,수입산)",1마리(45cm),900,Jul-12,동태,2,대형마트,260000,중랑구
318818,92,이마트 상봉점,256,"오징어(냉동,국산)",1마리(25cm),1980,Jul-12,동해.선동,2,대형마트,260000,중랑구
318819,92,이마트 상봉점,266,"고등어(생물,국산)",1마리(22cm),2980,Jul-12,대(생물),2,대형마트,260000,중랑구
318820,202,구로시장,305,"사과(부사, 300g)",1개,2500,Jul-12,국내산,1,전통시장,530000,구로구
318821,202,구로시장,306,"배(신고, 600g)",1개,3000,Jul-12,신고,1,전통시장,530000,구로구
318822,202,구로시장,307,배추(2.5~3kg),1포기,3500,Jul-12,국내산,1,전통시장,530000,구로구
318823,202,구로시장,308,무(1kg),1개,1500,Jul-12,국내산,1,전통시장,530000,구로구
318824,202,구로시장,272,양파(작은망),1망,2000,Jul-12,국내산,1,전통시장,530000,구로구
318825,202,구로시장,310,상추(100g),100g,500,Jul-12,국내산,1,전통시장,530000,구로구
318826,202,구로시장,311,오이(다다기),1개,400,Jul-12,국내산,1,전통시장,530000,구로구
318827,202,구로시장,312,애호박,1개,500,Jul-12,국내산,1,전통시장,530000,구로구
318828,202,구로시장,58,"쇠고기(한우,불고기)",600g,22000,Jul-12,농협부천,1,전통시장,530000,구로구
318829,202,구로시장,202,돼지고기(생삼겹살),600g,13500,Jul-12,협신식품,1,전통시장,530000,구로구
318830,202,구로시장,283,닭고기(육계),1마리,5500,Jul-12,금보,1,전통시장,530000,구로구
318831,202,구로시장,181,달걀(왕란),10개,1500,Jul-12,국내산,1,전통시장,530000,구로구
318832,202,구로시장,260,"조기(냉동,수입산)",1마리,1500,Jul-12,참조기,1,전통시장,530000,구로구
318833,202,구로시장,152,"명태(러시아,냉동)",1마리,1500,Jul-12,,1,전통시장,530000,구로구
318834,202,구로시장,254,"오징어(생물,국산)",1마리,2000,Jul-12,,1,전통시장,530000,구로구
318835,202,구로시장,266,"고등어(생물,국산)",1마리,3000,Jul-12,,1,전통시장,530000,구로구
318836,207,신사시장,305,"사과(부사, 300g)",1개,2500,Jul-12,부사사과5개1000원,1,전통시장,620000,관악구
318837,207,신사시장,306,"배(신고, 600g)",1개,3000,Jul-12,신고배,1,전통시장,620000,관악구
318838,207,신사시장,307,배추(2.5~3kg),1포기,4000,Jul-12,통배추1망3입12000원,1,전통시장,620000,관악구
318839,207,신사시장,25,무,1개(1.5kg),2500,Jul-12,국산무,1,전통시장,620000,관악구
318840,207,신사시장,24,양파,1망(1.2kg),4500,Jul-12,망양파11개입,1,전통시장,620000,관악구
318841,207,신사시장,310,상추(100g),1봉지,500,Jul-12,국산상추,1,전통시장,620000,관악구
318842,207,신사시장,311,오이(다다기),1개,300,Jul-12,국산오이,1,전통시장,620000,관악구
318843,207,신사시장,312,애호박,1개,500,Jul-12,바이오애호박낱개,1,전통시장,620000,관악구
318844,207,신사시장,58,"쇠고기(한우,불고기)",600g(1+등급),16800,Jul-12,한우100g2800원1+,1,전통시장,620000,관악구
318845,207,신사시장,99,돼지고기(생삼겹살),600g,13800,Jul-12,제주삼겹살100g2300원제주,1,전통시장,620000,관악구
318846,207,신사시장,283,닭고기(육계),1마리(1kg),6000,Jul-12,하림생닭,1,전통시장,620000,관악구
318847,207,신사시장,134,달걀(왕란),10개,2800,Jul-12,영양왕란15구4200원,1,전통시장,620000,관악구
318848,207,신사시장,303,조기,1마리(28cm),5000,Jul-12,중국부세조기,1,전통시장,620000,관악구
318849,207,신사시장,264,"명태(냉동,수입산)",1마리(45cm),3000,Jul-12,러시아동태,1,전통시장,620000,관악구
318850,207,신사시장,254,"오징어(생물,국산)",1마리(28cm),2000,Jul-12,동해안,1,전통시장,620000,관악구
318851,207,신사시장,266,"고등어(생물,국산)",1마리(33cm),3000,Jul-12,국산생물,1,전통시장,620000,관악구
318852,130,롯데백화점 영등포점,305,"사과(부사, 300g)",1개,2800,Jul-12,부사6입1봉16800원,2,대형마트,560000,영등포구
318853,130,롯데백화점 영등포점,306,"배(신고, 600g)",1개,5500,Jul-12,신고배3입15800원,2,대형마트,560000,영등포구
318854,130,롯데백화점 영등포점,26,배추,1포기,2500,Jul-12,"프레가채소,솎음배추1통",2,대형마트,560000,영등포구
318855,130,롯데백화점 영등포점,274,"무(세척무, 중)",1개(2.2kg),2500,Jul-12,햇무프레가신선채소,2,대형마트,560000,영등포구
318856,130,롯데백화점 영등포점,272,양파(작은망),1망(1.5kg),3800,Jul-12,망양파8입,2,대형마트,560000,영등포구
318857,130,롯데백화점 영등포점,310,상추(100g),1봉지,1320,Jul-12,적상추150g 1980원,2,대형마트,560000,영등포구
318858,130,롯데백화점 영등포점,311,오이(다다기),1개,500,Jul-12,국산오이3입1800원,2,대형마트,560000,영등포구
318859,130,롯데백화점 영등포점,312,애호박,1개,1000,Jul-12,광양농협애호박,2,대형마트,560000,영등포구
318860,130,롯데백화점 영등포점,58,"쇠고기(한우,불고기)",600g(1+등급),20580,Jul-12,대관령한우100g3430원1등급,2,대형마트,560000,영등포구
318861,130,롯데백화점 영등포점,202,돼지고기(생삼겹살),600g,23940,Jul-12,제주삼겹살100g3990원,2,대형마트,560000,영등포구
318862,130,롯데백화점 영등포점,283,닭고기(육계),1마리(1.1kg),12000,Jul-12,하림토종닭,2,대형마트,560000,영등포구
318863,130,롯데백화점 영등포점,134,달걀(왕란),10개,1980,Jul-12,젤란신선특란10구1980원,2,대형마트,560000,영등포구
318864,130,롯데백화점 영등포점,136,"조기(국산,생물)",1마리(35cm),8500,Jul-12,"백조기8500원,중국부세조기6500원",2,대형마트,560000,영등포구
318865,130,롯데백화점 영등포점,302,명태,1마리(45cm),4500,Jul-12,러시아동태,2,대형마트,560000,영등포구
318866,130,롯데백화점 영등포점,254,"오징어(생물,국산)",1마리(30cm),2500,Jul-12,국산샘물오징어2마리3500원,2,대형마트,560000,영등포구
318867,130,롯데백화점 영등포점,266,"고등어(생물,국산)",1마리(35cm),5000,Jul-12,제주생물고등어,2,대형마트,560000,영등포구
318868,112,애경백화점,305,"사과(부사, 300g)",1개,2700,Jul-12,국내산,2,대형마트,530000,구로구
318869,112,애경백화점,306,"배(신고, 600g)",1개,4166,Jul-12,국내산,2,대형마트,530000,구로구
318870,112,애경백화점,26,배추,1포기,2600,Jul-12,국내산,2,대형마트,530000,구로구
318871,112,애경백화점,308,무(1kg),1개,1000,Jul-12,국내산,2,대형마트,530000,구로구
