P_SEQ,M_SEQ,M_NAME,A_SEQ,A_NAME,A_UNIT,A_PRICE,P_YEAR_MONTH,ADD_COL,M_TYPE_CODE,M_TYPE_NAME,M_GU_CODE,M_GU_NAME
318492,134,신원시장,82,"쇠고기(육우,불고기)",600g(1+등급),20000,Jul-12,음성농협,1,전통시장,620000,관악구
318493,134,신원시장,52,돼지고기(삼겹살),600g,14000,Jul-12,음성농협,1,전통시장,620000,관악구
318494,134,신원시장,18,닭고기,1마리(1kg),6500,Jul-12,하림,1,전통시장,620000,관악구
318495,134,신원시장,134,달걀(왕란),10개,2500,Jul-12,영양란,1,전통시장,620000,관악구
318496,134,신원시장,260,"조기(냉동,수입산)",1마리,4000,Jul-12,부세중국산,1,전통시장,620000,관악구
318497,134,신원시장,152,"명태(러시아,냉동)",1마리,0,Jul-12,없음,1,전통시장,620000,관악구
318498,134,신원시장,256,"오징어(냉동,국산)",1마리,2500,Jul-12,"국산2마리5,000원",1,전통시장,620000,관악구
318499,134,신원시장,268,"고등어(냉동,국산)",1마리,3000,Jul-12,국산(대),1,전통시장,620000,관악구
318500,222,홈플러스 독산점,305,"사과(부사, 300g)",1개,3450,Jul-12,국산,2,대형마트,545000,금천구
318501,222,홈플러스 독산점,306,"배(신고, 600g)",1개,3495,Jul-12,국산,2,대형마트,545000,금천구
318502,222,홈플러스 독산점,307,배추(2.5~3kg),1포기,3280,Jul-12,국산,2,대형마트,545000,금천구
318503,222,홈플러스 독산점,308,무(1kg),1개,2000,Jul-12,햇무,2,대형마트,545000,금천구
318504,222,홈플러스 독산점,309,양파(1.5kg망),1망,2280,Jul-12,국산햇,2,대형마트,545000,금천구
318505,222,홈플러스 독산점,310,상추(100g),100g,990,Jul-12,,2,대형마트,545000,금천구
318506,222,홈플러스 독산점,311,오이(다다기),1개,350,Jul-12,국산,2,대형마트,545000,금천구
318507,222,홈플러스 독산점,119,호박(인큐베이터),1개,610,Jul-12,진주,2,대형마트,545000,금천구
318508,222,홈플러스 독산점,58,"쇠고기(한우,불고기)",1등급(600g),17400,Jul-12,국내산,2,대형마트,545000,금천구
318509,222,홈플러스 독산점,99,돼지고기(생삼겹살),600g,17880,Jul-12,보성녹차,2,대형마트,545000,금천구
318510,222,홈플러스 독산점,283,닭고기(육계),1마리(1kg),8980,Jul-12,하림,2,대형마트,545000,금천구
318511,222,홈플러스 독산점,134,달걀(왕란),10개,2120,Jul-12,,2,대형마트,545000,금천구
318512,222,홈플러스 독산점,258,"조기(생물,국산)",1마리(20cm),4980,Jul-12,국산,2,대형마트,545000,금천구
318513,222,홈플러스 독산점,256,"오징어(냉동,국산)",1마리(25cm),2300,Jul-12,,2,대형마트,545000,금천구
318514,222,홈플러스 독산점,266,"고등어(생물,국산)",1마리,4980,Jul-12,노르웨이,2,대형마트,545000,금천구
318515,222,홈플러스 독산점,152,"명태(러시아,냉동)",1마리,1250,Jul-12,,2,대형마트,545000,금천구
318516,135,롯데백화점 관악점,305,"사과(부사, 300g)",1개,3560,Jul-12,"부사(중)5개17,800원",2,대형마트,620000,관악구
318517,135,롯데백화점 관악점,306,"배(신고, 600g)",1개,7400,Jul-12,"신고배 2개14,800원",2,대형마트,620000,관악구
318518,135,롯데백화점 관악점,307,배추(2.5~3kg),1포기,4980,Jul-12,국산햇배추,2,대형마트,620000,관악구
318519,135,롯데백화점 관악점,308,무(1kg),1개,2980,Jul-12,햇무우,2,대형마트,620000,관악구
318520,135,롯데백화점 관악점,309,양파(1.5kg망),1망,3480,Jul-12,국산(중망)프레가양파,2,대형마트,620000,관악구
318521,135,롯데백화점 관악점,310,상추(100g),100g,1800,Jul-12,강원화천,2,대형마트,620000,관악구
318522,135,롯데백화점 관악점,311,오이(다다기),1개,740,Jul-12,"국산2개1,480원",2,대형마트,620000,관악구
318523,135,롯데백화점 관악점,312,애호박,1개,990,Jul-12,웰빙애호박,2,대형마트,620000,관악구
318524,135,롯데백화점 관악점,58,"쇠고기(한우,불고기)",600g(1등급),17880,Jul-12,"청풍명월100g2,980원(세일가)",2,대형마트,620000,관악구
318525,135,롯데백화점 관악점,99,돼지고기(생삼겹살),600g,23280,Jul-12,"제주돼지 100g3,880원",2,대형마트,620000,관악구
318526,135,롯데백화점 관악점,283,닭고기(육계),1마리(830g),9300,Jul-12,하림자연실록,2,대형마트,620000,관악구
318527,135,롯데백화점 관악점,17,달걀,10개,2500,Jul-12,참좋은위생란,2,대형마트,620000,관악구
318528,135,롯데백화점 관악점,136,"조기(국산,생물)",1마리,7000,Jul-12,백조기,2,대형마트,620000,관악구
318529,135,롯데백화점 관악점,152,"명태(러시아,냉동)",1마리,2250,Jul-12,"러시아산2마리4,500원",2,대형마트,620000,관악구
318530,135,롯데백화점 관악점,254,"오징어(생물,국산)",1마리,2500,Jul-12,"국산(중)4마리10,000원",2,대형마트,620000,관악구
318531,135,롯데백화점 관악점,266,"고등어(생물,국산)",1마리,8000,Jul-12,국산(대),2,대형마트,620000,관악구
318532,115,남문시장,305,"사과(부사, 300g)",1개,2500,Jul-12,청송,1,전통시장,545000,금천구
318533,115,남문시장,306,"배(신고, 600g)",1개,3500,Jul-12,나주,1,전통시장,545000,금천구
318534,115,남문시장,307,배추(2.5~3kg),1포기,3500,Jul-12,국산,1,전통시장,545000,금천구
318535,115,남문시장,308,무(1kg),1개,1100,Jul-12,제주,1,전통시장,545000,금천구
318536,115,남문시장,309,양파(1.5kg망),1망,2500,Jul-12,국산햇,1,전통시장,545000,금천구
318537,115,남문시장,310,상추(100g),100g,625,Jul-12,,1,전통시장,545000,금천구
318538,115,남문시장,311,오이(다다기),1개,300,Jul-12,국산,1,전통시장,545000,금천구
318539,115,남문시장,119,호박(인큐베이터),1개,500,Jul-12,,1,전통시장,545000,금천구
318540,115,남문시장,58,"쇠고기(한우,불고기)",1등급(600g),18000,Jul-12,국산,1,전통시장,545000,금천구
318541,115,남문시장,99,돼지고기(생삼겹살),600g,13000,Jul-12,,1,전통시장,545000,금천구
318542,115,남문시장,283,닭고기(육계),1마리(1kg),5500,Jul-12,하림,1,전통시장,545000,금천구
318543,115,남문시장,134,달걀(왕란),10개,1933,Jul-12,한마음농장,1,전통시장,545000,금천구
318544,115,남문시장,135,"조기(중국산,생물)",1마리(20cm),4000,Jul-12,,1,전통시장,545000,금천구
318545,115,남문시장,315,"명태(45cm,수입산)",1마리,2500,Jul-12,러시아,1,전통시장,545000,금천구
318546,115,남문시장,256,"오징어(냉동,국산)",1마리(25cm),2250,Jul-12,,1,전통시장,545000,금천구
318547,115,남문시장,266,"고등어(생물,국산)",1마리,2500,Jul-12,,1,전통시장,545000,금천구
318548,105,행복한세상 목동점(하나로마트),305,"사과(부사, 300g)",1개,4000,Jul-12,청원 안심사과,2,대형마트,470000,양천구
318549,105,행복한세상 목동점(하나로마트),306,"배(신고, 600g)",1개,4900,Jul-12,뜰안에,2,대형마트,470000,양천구
318550,105,행복한세상 목동점(하나로마트),307,배추(2.5~3kg),1포기,4200,Jul-12,해남,2,대형마트,470000,양천구
318551,105,행복한세상 목동점(하나로마트),308,무(1kg),1개,2980,Jul-12,제주 ,2,대형마트,470000,양천구
318552,105,행복한세상 목동점(하나로마트),309,양파(1.5kg망),1망,1980,Jul-12,김천,2,대형마트,470000,양천구
318553,105,행복한세상 목동점(하나로마트),310,상추(100g),100g,722,Jul-12,남원 ,2,대형마트,470000,양천구
318554,105,행복한세상 목동점(하나로마트),312,애호박,1개,400,Jul-12,광양 빛그린,2,대형마트,470000,양천구
318555,105,행복한세상 목동점(하나로마트),22,오이,1개,1280,Jul-12,,2,대형마트,470000,양천구
318556,105,행복한세상 목동점(하나로마트),278,쇠고기,600g,20280,Jul-12,한우,2,대형마트,470000,양천구
318557,105,행복한세상 목동점(하나로마트),202,돼지고기(생삼겹살),600g,16080,Jul-12,국산,2,대형마트,470000,양천구
318558,105,행복한세상 목동점(하나로마트),18,닭고기,1마리,4100,Jul-12,하림(581g),2,대형마트,470000,양천구
318559,105,행복한세상 목동점(하나로마트),17,달걀,10개,2360,Jul-12,생생란,2,대형마트,470000,양천구
318560,105,행복한세상 목동점(하나로마트),260,"조기(냉동,수입산)",1마리,5500,Jul-12,,2,대형마트,470000,양천구
318561,105,행복한세상 목동점(하나로마트),317,"명태(45cm,국산)",1마리,0,Jul-12,미입고,2,대형마트,470000,양천구
318562,105,행복한세상 목동점(하나로마트),54,오징어(냉동),1마리(20cm),1990,Jul-12,국산 생물,2,대형마트,470000,양천구
318563,105,행복한세상 목동점(하나로마트),266,"고등어(생물,국산)",1마리(30cm),2950,Jul-12,,2,대형마트,470000,양천구
318564,13,돈암제일시장,305,"사과(부사, 300g)",1개,3000,Jul-12,,1,전통시장,290000,성북구
318565,13,돈암제일시장,306,"배(신고, 600g)",1개,3000,Jul-12,,1,전통시장,290000,성북구
318566,13,돈암제일시장,307,배추(2.5~3kg),1포기,2334,Jul-12,3입1망 7000원,1,전통시장,290000,성북구
318567,13,돈암제일시장,308,무(1kg),1kg,1800,Jul-12,,1,전통시장,290000,성북구
318568,13,돈암제일시장,272,양파(작은망),1.5kg,2000,Jul-12,,1,전통시장,290000,성북구
318569,13,돈암제일시장,23,상추,100g,1000,Jul-12,,1,전통시장,290000,성북구
318570,13,돈암제일시장,311,오이(다다기),1개,250,Jul-12,4개 1000원,1,전통시장,290000,성북구
318571,13,돈암제일시장,312,애호박,1개,334,Jul-12,3개 1000원,1,전통시장,290000,성북구
318572,13,돈암제일시장,58,"쇠고기(한우,불고기)",1등급 (600g),15000,Jul-12,,1,전통시장,290000,성북구
318573,13,돈암제일시장,202,돼지고기(생삼겹살),600g,10800,Jul-12,,1,전통시장,290000,성북구
318574,13,돈암제일시장,283,닭고기(육계),1마리 (1kg),5000,Jul-12,,1,전통시장,290000,성북구
318575,13,돈암제일시장,134,달걀(왕란),10개,1500,Jul-12,30개4500원,1,전통시장,290000,성북구
318576,13,돈암제일시장,260,"조기(냉동,수입산)",1마리 (20cm),1000,Jul-12,10마리 10000원,1,전통시장,290000,성북구
318577,13,돈암제일시장,315,"명태(45cm,수입산)",1마리 (45cm),3000,Jul-12,,1,전통시장,290000,성북구
318578,13,돈암제일시장,254,"오징어(생물,국산)",1마리 (25cm),2500,Jul-12,,1,전통시장,290000,성북구
318579,13,돈암제일시장,316,"고등어(30cm,국산)",1마리 (30cm),3000,Jul-12,,1,전통시장,290000,성북구
318580,214,이마트 목동점,305,"사과(부사, 300g)",1개,2375,Jul-12,장수,2,대형마트,470000,양천구
318581,214,이마트 목동점,306,"배(신고, 600g)",1개,4200,Jul-12,당찬배 ,2,대형마트,470000,양천구
318582,214,이마트 목동점,307,배추(2.5~3kg),1포기,2980,Jul-12,해남,2,대형마트,470000,양천구
318583,214,이마트 목동점,308,무(1kg),1개,2380,Jul-12,고창,2,대형마트,470000,양천구
318584,214,이마트 목동점,309,양파(1.5kg망),1망,2980,Jul-12,무안,2,대형마트,470000,양천구
318585,214,이마트 목동점,310,상추(100g),100g,690,Jul-12,남원(한봉),2,대형마트,470000,양천구
318586,214,이마트 목동점,311,오이(다다기),1개,380,Jul-12,평택,2,대형마트,470000,양천구
318587,214,이마트 목동점,312,애호박,1개,780,Jul-12,논개,2,대형마트,470000,양천구
318588,214,이마트 목동점,58,"쇠고기(한우,불고기)",600g(1등급),22800,Jul-12,횡성한우,2,대형마트,470000,양천구
318589,214,이마트 목동점,99,돼지고기(생삼겹살),600g,11700,Jul-12,안심포크,2,대형마트,470000,양천구
318590,214,이마트 목동점,283,닭고기(육계),1마리,5980,Jul-12,하림 (11호),2,대형마트,470000,양천구
318591,214,이마트 목동점,17,달걀,왕란,2250,Jul-12,지리산,2,대형마트,470000,양천구
318592,214,이마트 목동점,260,"조기(냉동,수입산)",1마리(20cm),5500,Jul-12,,2,대형마트,470000,양천구
318593,214,이마트 목동점,315,"명태(45cm,수입산)",1마리,0,Jul-12,미입고,2,대형마트,470000,양천구
318594,214,이마트 목동점,254,"오징어(생물,국산)",1마리(25cm),1980,Jul-12,선동,2,대형마트,470000,양천구
318595,214,이마트 목동점,266,"고등어(생물,국산)",1마리(30cm),2980,Jul-12,욕지도,2,대형마트,470000,양천구
318596,100,홈플러스 중계점,305,"사과(부사, 300g)",1개,2500,Jul-12,5개12500원,2,대형마트,350000,노원구
318597,100,홈플러스 중계점,306,"배(신고, 600g)",1개,3495,Jul-12,2개6990원,2,대형마트,350000,노원구
318598,100,홈플러스 중계점,307,배추(2.5~3kg),1포기(1960g),3280,Jul-12,,2,대형마트,350000,노원구
318599,100,홈플러스 중계점,308,무(1kg),1개,2000,Jul-12,,2,대형마트,350000,노원구
318600,100,홈플러스 중계점,309,양파(1.5kg망),1망(1.6kg),3990,Jul-12,,2,대형마트,350000,노원구
318601,100,홈플러스 중계점,23,상추, (138g),1390,Jul-12,,2,대형마트,350000,노원구
318602,100,홈플러스 중계점,311,오이(다다기),1개,360,Jul-12,,2,대형마트,350000,노원구
318603,100,홈플러스 중계점,312,애호박,1개,610,Jul-12,행사6/5~13,2,대형마트,350000,노원구
318604,100,홈플러스 중계점,58,"쇠고기(한우,불고기)",600g,16680,Jul-12,안심으뜸선한우2등급,2,대형마트,350000,노원구
318605,100,홈플러스 중계점,99,돼지고기(생삼겹살),600g,11700,Jul-12,"제주포크,",2,대형마트,350000,노원구
318606,100,홈플러스 중계점,283,닭고기(육계),1마리(1kg),11800,Jul-12,토종닭,2,대형마트,350000,노원구
318607,100,홈플러스 중계점,134,달걀(왕란),10개,2100,Jul-12,"홈플러스, 신선특란",2,대형마트,350000,노원구
318608,100,홈플러스 중계점,259,"조기(냉동,국산)",1마리(12cm),2280,Jul-12,참조기2마리4560원,2,대형마트,350000,노원구
318609,100,홈플러스 중계점,265,"명태(생물,수입산)",1마리,0,Jul-12,,2,대형마트,350000,노원구
318610,100,홈플러스 중계점,254,"오징어(생물,국산)",1마리(25cm),2600,Jul-12,"원양산,대,해동",2,대형마트,350000,노원구
318611,100,홈플러스 중계점,266,"고등어(생물,국산)",1마리(30cm),3980,Jul-12,,2,대형마트,350000,노원구
318612,75,이마트 성수점,305,"사과(부사, 300g)",1개,2475,Jul-12,당찬사과4개9900원,2,대형마트,200000,성동구
318613,75,이마트 성수점,306,"배(신고, 600g)",1개,4266,Jul-12,당찬배3개12800원,2,대형마트,200000,성동구
318614,75,이마트 성수점,125,배추(국산),1포기(2kg),2980,Jul-12,햇배추,2,대형마트,200000,성동구
318615,75,이마트 성수점,308,무(1kg),1개(1kg정도),2380,Jul-12,,2,대형마트,200000,성동구
318616,75,이마트 성수점,272,양파(작은망),1망,2980,Jul-12,가계절약양파2kg,2,대형마트,200000,성동구
318617,75,이마트 성수점,310,상추(100g),1봉지,920,Jul-12,예냉적상추150g1380원,2,대형마트,200000,성동구
318618,75,이마트 성수점,22,오이,1개,378,Jul-12,백오이 10개3780원 ,2,대형마트,200000,성동구
318619,75,이마트 성수점,119,호박(인큐베이터),1개,720,Jul-12,,2,대형마트,200000,성동구
318620,75,이마트 성수점,58,"쇠고기(한우,불고기)",600g,15000,Jul-12,우둔행사 100g 2500원,2,대형마트,200000,성동구
318621,75,이마트 성수점,52,돼지고기(삼겹살),600g,16920,Jul-12,녹차먹인돼지100g 2820원 ,2,대형마트,200000,성동구
318622,75,이마트 성수점,18,닭고기,1마리,6480,Jul-12,올품행사1kg,2,대형마트,200000,성동구
318623,75,이마트 성수점,171,달걀(특란),10개,2250,Jul-12,1등급란,2,대형마트,200000,성동구
318624,75,이마트 성수점,314,"냉동참조기(20cm,국산)",1마리,990,Jul-12,5마리4950원,2,대형마트,200000,성동구
318625,75,이마트 성수점,152,"명태(러시아,냉동)",1마리,2480,Jul-12,,2,대형마트,200000,성동구
318626,75,이마트 성수점,256,"오징어(냉동,국산)",1마리,2280,Jul-12,2마리4560원,2,대형마트,200000,성동구
318627,75,이마트 성수점,266,"고등어(생물,국산)",1마리,2990,Jul-12,30cm,2,대형마트,200000,성동구
318628,199,서울중앙시장,305,"사과(부사, 300g)",1개,2500,Jul-12,국내산,1,전통시장,140000,중구
318629,199,서울중앙시장,306,"배(신고, 600g)",1개,3000,Jul-12,국내산,1,전통시장,140000,중구
318630,199,서울중앙시장,307,배추(2.5~3kg),1포기,5000,Jul-12,국내산,1,전통시장,140000,중구
318631,199,서울중앙시장,308,무(1kg),1개,1800,Jul-12,국내산,1,전통시장,140000,중구
318632,199,서울중앙시장,309,양파(1.5kg망),1망,2500,Jul-12,국내산,1,전통시장,140000,중구
318633,199,서울중앙시장,23,상추,100g,1200,Jul-12,국내산,1,전통시장,140000,중구
318634,199,서울중앙시장,311,오이(다다기),1개,1000,Jul-12,국내산,1,전통시장,140000,중구
318635,199,서울중앙시장,119,호박(인큐베이터),1개,1000,Jul-12,국내산,1,전통시장,140000,중구
318636,199,서울중앙시장,58,"쇠고기(한우,불고기)",600g,22000,Jul-12,,1,전통시장,140000,중구
318637,199,서울중앙시장,202,돼지고기(생삼겹살),600g,14500,Jul-12,국내산,1,전통시장,140000,중구
318638,199,서울중앙시장,283,닭고기(육계),1마리,5500,Jul-12,국내산,1,전통시장,140000,중구
318639,199,서울중앙시장,181,달걀(왕란),10개,1850,Jul-12,국내산,1,전통시장,140000,중구
318640,199,서울중앙시장,144,"조기(국산,냉동)",1마리,1800,Jul-12,,1,전통시장,140000,중구
318641,199,서울중앙시장,152,"명태(러시아,냉동)",1마리,5000,Jul-12,,1,전통시장,140000,중구
318642,199,서울중앙시장,256,"오징어(냉동,국산)",1마리,3000,Jul-12,,1,전통시장,140000,중구
318643,199,서울중앙시장,268,"고등어(냉동,국산)",1마리,5000,Jul-12,,1,전통시장,140000,중구
318644,96,공릉 도깨비시장,305,"사과(부사, 300g)",1개,2000,Jul-12,경북,1,전통시장,350000,노원구
318645,96,공릉 도깨비시장,306,"배(신고, 600g)",1개,3000,Jul-12,이천,1,전통시장,350000,노원구
318646,96,공릉 도깨비시장,307,배추(2.5~3kg),1포기,3500,Jul-12,해남,1,전통시장,350000,노원구
318647,96,공릉 도깨비시장,308,무(1kg),1개,2000,Jul-12,제주,1,전통시장,350000,노원구
318648,96,공릉 도깨비시장,309,양파(1.5kg망),1망,1800,Jul-12,무안,1,전통시장,350000,노원구
318649,96,공릉 도깨비시장,310,상추(100g),1봉지,500,Jul-12,충남 괴성,1,전통시장,350000,노원구
318650,96,공릉 도깨비시장,311,오이(다다기),1개,250,Jul-12,,1,전통시장,350000,노원구
318651,96,공릉 도깨비시장,312,애호박,1개,300,Jul-12,"광양, 논개",1,전통시장,350000,노원구
318652,96,공릉 도깨비시장,58,"쇠고기(한우,불고기)",600g(1등급),1688,Jul-12,농협 안심한우,1,전통시장,350000,노원구
318653,96,공릉 도깨비시장,202,돼지고기(생삼겹살),600g,11400,Jul-12,농협 안심포크,1,전통시장,350000,노원구
318654,96,공릉 도깨비시장,283,닭고기(육계),1마리(1kg),6000,Jul-12,"일반, 청정계",1,전통시장,350000,노원구
318655,96,공릉 도깨비시장,134,달걀(왕란),10개,2500,Jul-12,황금알,1,전통시장,350000,노원구
318656,96,공릉 도깨비시장,260,"조기(냉동,수입산)",1마리(20cm),4000,Jul-12,"중국산,부세",1,전통시장,350000,노원구
318657,96,공릉 도깨비시장,152,"명태(러시아,냉동)",1마리(45cm),0,Jul-12,,1,전통시장,350000,노원구
318658,96,공릉 도깨비시장,256,"오징어(냉동,국산)",1마리(25cm),3000,Jul-12,제주산,1,전통시장,350000,노원구
318659,96,공릉 도깨비시장,266,"고등어(생물,국산)",1마리(30cm),5000,Jul-12,부산,1,전통시장,350000,노원구
318660,133,원당시장,305,"사과(부사, 300g)",1개,3333,Jul-12,"예산부사(대)3개10,000원",1,전통시장,620000,관악구
318661,133,원당시장,306,"배(신고, 600g)",1개,3500,Jul-12,안성신고배(대) ,1,전통시장,620000,관악구
318662,133,원당시장,307,배추(2.5~3kg),1포기,4000,Jul-12,국산(햇배추),1,전통시장,620000,관악구
318663,133,원당시장,308,무(1kg),1개,2000,Jul-12,햇무우,1,전통시장,620000,관악구
318664,133,원당시장,309,양파(1.5kg망),1망,3000,Jul-12,국산(중망)햇양파,1,전통시장,620000,관악구
318665,133,원당시장,310,상추(100g),100g,750,Jul-12,"국산400g3,000원",1,전통시장,620000,관악구
318666,133,원당시장,311,오이(다다기),1개,333,Jul-12,"국산6개2,000원",1,전통시장,620000,관악구
318667,133,원당시장,312,애호박,1개,666,Jul-12,"웰빙애호박3개2,000원",1,전통시장,620000,관악구
318668,133,원당시장,58,"쇠고기(한우,불고기)",600g(1등급),24000,Jul-12,음성농협,1,전통시장,620000,관악구
318669,133,원당시장,99,돼지고기(생삼겹살),600g,13800,Jul-12,음성농협,1,전통시장,620000,관악구
318670,133,원당시장,283,닭고기(육계),1마리,6000,Jul-12,체리브로,1,전통시장,620000,관악구
318671,133,원당시장,17,달걀,10개,2500,Jul-12,참좋은위생란,1,전통시장,620000,관악구
318672,133,원당시장,260,"조기(냉동,수입산)",1마리,2000,Jul-12,"중국산5마리10,000",1,전통시장,620000,관악구
318673,133,원당시장,152,"명태(러시아,냉동)",1마리,0,Jul-12,없음,1,전통시장,620000,관악구
318674,133,원당시장,256,"오징어(냉동,국산)",1마리,2500,Jul-12,"국산2마리5,000원",1,전통시장,620000,관악구
318675,133,원당시장,268,"고등어(냉동,국산)",1마리,2000,Jul-12,국산(소),1,전통시장,620000,관악구
318676,60,이마트 청계점,305,"사과(부사, 300g)",1개,3000,Jul-12,국내산,2,대형마트,140000,중구
318677,60,이마트 청계점,306,"배(신고, 600g)",1개,2700,Jul-12,국내산,2,대형마트,140000,중구
318678,60,이마트 청계점,307,배추(2.5~3kg),1포기,2380,Jul-12,국내산,2,대형마트,140000,중구
318679,60,이마트 청계점,308,무(1kg),1개,1580,Jul-12,국내산,2,대형마트,140000,중구
318680,60,이마트 청계점,309,양파(1.5kg망),1망,2180,Jul-12,국내산,2,대형마트,140000,중구
318681,60,이마트 청계점,310,상추(100g),100g,800,Jul-12,국내산,2,대형마트,140000,중구
318682,60,이마트 청계점,311,오이(다다기),1개,390,Jul-12,국내산,2,대형마트,140000,중구
318683,60,이마트 청계점,119,호박(인큐베이터),1개,880,Jul-12,국내산,2,대형마트,140000,중구
318684,60,이마트 청계점,58,"쇠고기(한우,불고기)",600g,20400,Jul-12,부경축산,2,대형마트,140000,중구
318685,60,이마트 청계점,202,돼지고기(생삼겹살),600g,11100,Jul-12,도드람,2,대형마트,140000,중구
318686,60,이마트 청계점,283,닭고기(육계),1마리,7800,Jul-12,"자연실록, 볶음용",2,대형마트,140000,중구
318687,60,이마트 청계점,134,달걀(왕란),10개,4300,Jul-12,"풀무원, 목초란",2,대형마트,140000,중구
318688,60,이마트 청계점,144,"조기(국산,냉동)","1마리, 20cm",1280,Jul-12,,2,대형마트,140000,중구
318689,60,이마트 청계점,152,"명태(러시아,냉동)","1마리, 45cm",0,Jul-12,없음,2,대형마트,140000,중구
318690,60,이마트 청계점,254,"오징어(생물,국산)","1마리, 25cm",1980,Jul-12,,2,대형마트,140000,중구
318691,60,이마트 청계점,266,"고등어(생물,국산)","1마리, 30cm",3980,Jul-12,,2,대형마트,140000,중구
318692,210,상계중앙시장,305,"사과(부사, 300g)",1개(266g),2000,Jul-12,의성,1,전통시장,350000,노원구
318693,210,상계중앙시장,306,"배(신고, 600g)",1개(580g),1600,Jul-12,나주,1,전통시장,350000,노원구
318694,210,상계중앙시장,307,배추(2.5~3kg),1포기(4kg),4000,Jul-12,해남,1,전통시장,350000,노원구
318695,210,상계중앙시장,308,무(1kg),1개(1.3kg),2000,Jul-12,제주,1,전통시장,350000,노원구
318696,210,상계중앙시장,309,양파(1.5kg망),1망(1.6kg),2000,Jul-12,,1,전통시장,350000,노원구
318697,210,상계중앙시장,23,상추, (130g),500,Jul-12,,1,전통시장,350000,노원구
318698,210,상계중앙시장,311,오이(다다기),1개,250,Jul-12,,1,전통시장,350000,노원구
318699,210,상계중앙시장,312,애호박,1개,350,Jul-12,맑은청,1,전통시장,350000,노원구
318700,210,상계중앙시장,58,"쇠고기(한우,불고기)",600g,18000,Jul-12,으뜸선한우,1,전통시장,350000,노원구
318701,210,상계중앙시장,99,돼지고기(생삼겹살),600g,12000,Jul-12,선진포크,1,전통시장,350000,노원구
318702,210,상계중앙시장,283,닭고기(육계),1마리(1kg),5000,Jul-12,생닭,1,전통시장,350000,노원구
318703,210,상계중앙시장,134,달걀(왕란),10개,2000,Jul-12,일반,1,전통시장,350000,노원구
318704,210,상계중앙시장,144,"조기(국산,냉동)",1마리,2850,Jul-12,참조기7마리20000원,1,전통시장,350000,노원구
318705,210,상계중앙시장,265,"명태(생물,수입산)",1마리,0,Jul-12,,1,전통시장,350000,노원구
318706,210,상계중앙시장,256,"오징어(냉동,국산)",1마리(25cm),2500,Jul-12,동해안,1,전통시장,350000,노원구
318707,210,상계중앙시장,268,"고등어(냉동,국산)",1마리(30cm),4000,Jul-12,부산,1,전통시장,350000,노원구
318708,136,세이브 마트,305,"사과(부사, 300g)",1개,3980,Jul-12,냉동부사(특),2,대형마트,620000,관악구
318709,136,세이브 마트,306,"배(신고, 600g)",1개,3490,Jul-12,"신고배(중)2개6,980원",2,대형마트,620000,관악구
318710,136,세이브 마트,307,배추(2.5~3kg),1포기,4500,Jul-12,햇배추,2,대형마트,620000,관악구
318711,136,세이브 마트,308,무(1kg),1개,2980,Jul-12,햇무,2,대형마트,620000,관악구
318712,136,세이브 마트,309,양파(1.5kg망),1망,2300,Jul-12,국산(중망)햇양파,2,대형마트,620000,관악구
318713,136,세이브 마트,310,상추(100g),100g,500,Jul-12,국산,2,대형마트,620000,관악구
318714,136,세이브 마트,311,오이(다다기),1개,396,Jul-12,"국산5개1,980원",2,대형마트,620000,관악구
318715,136,세이브 마트,312,애호박,1개,750,Jul-12,"자연중심양구2개1,500원",2,대형마트,620000,관악구
318716,136,세이브 마트,58,"쇠고기(한우,불고기)",600g(1등급),19680,Jul-12,"나주농협600g3,280원",2,대형마트,620000,관악구
318717,136,세이브 마트,99,돼지고기(생삼겹살),600g,14300,Jul-12,해남땅끝포크  ,2,대형마트,620000,관악구
318718,136,세이브 마트,283,닭고기(육계),1마리(1.2kg),7500,Jul-12,하림자연실록,2,대형마트,620000,관악구
318719,136,세이브 마트,17,달걀,10개,2600,Jul-12,참한위생란,2,대형마트,620000,관악구
318720,136,세이브 마트,136,"조기(국산,생물)",1마리,1000,Jul-12,"참조기10마리10,000원",2,대형마트,620000,관악구
318721,136,세이브 마트,152,"명태(러시아,냉동)",1마리,3000,Jul-12,러시아산,2,대형마트,620000,관악구
318722,136,세이브 마트,254,"오징어(생물,국산)",1마리,2500,Jul-12,"국산2마리5,000원",2,대형마트,620000,관악구
318723,136,세이브 마트,266,"고등어(생물,국산)",1마리,6000,Jul-12,국산(대),2,대형마트,620000,관악구
318724,116,홈플러스 시흥점,305,"사과(부사, 300g)",1개,3450,Jul-12,국산,2,대형마트,545000,금천구
318725,116,홈플러스 시흥점,306,"배(신고, 600g)",1개,4600,Jul-12,나주,2,대형마트,545000,금천구
318726,116,홈플러스 시흥점,307,배추(2.5~3kg),1포기,3280,Jul-12,,2,대형마트,545000,금천구
318727,116,홈플러스 시흥점,308,무(1kg),1개,2000,Jul-12,햇무,2,대형마트,545000,금천구
318728,116,홈플러스 시흥점,309,양파(1.5kg망),1망,22280,Jul-12,무안햇,2,대형마트,545000,금천구
318729,116,홈플러스 시흥점,310,상추(100g),100g,1380,Jul-12,,2,대형마트,545000,금천구
318730,116,홈플러스 시흥점,311,오이(다다기),1개,360,Jul-12,,2,대형마트,545000,금천구
318731,116,홈플러스 시흥점,119,호박(인큐베이터),1개,610,Jul-12,진주,2,대형마트,545000,금천구
